!SIL	SIL
%	P AH R S EY N T
विशेषताएं	W IH SH EY SH TH AA EY
विस	W IH S
विसकॉट	W IH S AH K AO T
विसकोट	W IH S AH K OW T
विसरेटेड	W IH S AH R EY T EY D
विसल्स	W IH S AH L S
विसिडम	W IH S IH D AH M
विस्	W IH S
विस्टिंग	W IH S T IH N G
विस्पराइड	W IH S P AH R AY D
विस्पॅड	W IH S P AE D
विस्पोट	W IH S P OW T
विह	W IH HH
विहयह	W IH HH AH Y AH HH
वी	W IY
वीक	W IY K
वीट	W IY T
वीट्टि	W IY T T IH
वीडर	W IY D AH R
वीढदिवस	W IY D HH AH DH IH W AH S
वीर	W IY R
वीस	W IY S
वु	W UH
वुंट	W UH N T
वुइंग	W UH IH N G
वुग	W UH G
वुज	W UH JH
वुट	W UH T
वुन	W UH N
वुपेन	W UH P EY N
वुफ	W UH F
वुराउंड	W UH R AA UH N D
वुरिंग	W UH R IH N G
वुल	W UH L
वुलंट	W UH L AH N T
वुलन	W UH L AH N
वुल्ट	W UH L T
वुल्ड	W UH L D
वुल्फ	W UH L P HH
वुल्श	W UH L SH
वुल्स	W UH L S
वुव	W UH W
वुविंग	W UH W IH N G
वुवुलंट	W UH W UH L AH N T
वुस	W UH S
वू	W UW
वूंट	W UW N T
वूंड	W UW N D
वूक	W UW K
वूट	W UW T
वून	W UW N
वूफ	W UW P HH
वूमिंग	W UW M IH N G
वूल	W UW L
वूलक	W UW L AH K
वूल्क	W UW L K
वूल्फ	W UW L P HH
वूल्फ़	W UW L F
वॅ	W AE
वॅक	W AE K
वॅन	W AE N
वॅनिंग	W AE N IH N G
वॅनेट	W AE N EY T
वॅपेन	W AE P EY N
वॅलकिंग	W AE L AH K IH N G
वॅलि	W AE L IH
वॅल्यू	W AE L Y UW
वॅल्यूज़	W AE L Y UW Z
वॅस्कॉट	W AE S K AO T
वे	W EY
वेंकेट	W EY N K EY T
वेंग	W EY N G
वेंग	W EY NG
वेंटेड	W EY N T EY D
वेंडिंग	W EY N D IH N G
वेंथ	W EY N TH
वेंस	W EY N S
वेअड	W EY AH D
वेअर्ट	W EY AH R T
वेअर्स	W EY AH R S
वेई	W EY IY
वेईंग	W EY IY N G
वेकर	W EY K AH R
वेकायला	W EY K AA Y AH L AA
वेग	W EY G
वेगळेवर	W EY G AH L EY W AH R
वेगवर	W EY G AH W AH R
वेगवेगळे	W EY G AH W EY G AH L EY
वेगवेगळ्या	W EY G AH W EY G AH L Y AA
वेगा	W EY G AA
वेघाणे	W EY G HH AA N N EY
वेज	W EY JH
वेजन्ट	W EY JH AH N T
वेजे	W EY JH EY
वेज्स	W EY JH S
वेटायर	W EY T AA Y AH R
वेटे	W EY T EY
वेटेड	W EY T EY D
वेड	W EY D
वेडयाने	W EY D AH Y AA N EY
वेडर	W EY D AH R
वेडाने	W EY D AA N EY
वेडिक्ट	W EH D IH K T
वेडेन्ट	W EY D EY N T
वेथ	W EY TH
वेद	W EY DH
वेन	W EY N
वेना	W EY N AA
वेनिंग	W EY N IH N G
वेनी	W EY N IY
वेने	W EY N EY
वेन्टे	W EY N T EY
वेन्ड	W EY N D
वेन्डर	W EY N D AH R
वेन्थ	W EY N TH
वेन्नट	W EY N N AH T
वेन्नी	W EY N N IY
वेपर	W EY P AH R
वेपेंड	W EY P EY N D
वेपेड	W EY P EY D
वेब	W EY B
वेबेट	W EY B EY T
वेबेड	W EY B EY D
वेम्ट	W EY M T
वेम्स	W EY M S
वेय	W EY Y
वेयानी	W EY Y AA N IY
वेर	W EY R
वेरक	W EY R AH K
वेरटी	W EY R T IY
वेरम	W EY R AH M
वेरिटी	W EY R IH T IY
वेरी	W EY R IY
वेरीफ	W EY R IY P HH
वेरे	W EY R EY
वेर्क	W EY R K
वेर्डिक	W EY R D IH K
वेल	W EY L
वेलाने	W EY L AA N EY
वेलिन	W EY L IH N
वेली	W EY L IY
वेले	W EY L EY
वेलेवर	W EY L EY W AH R
वेलेवल	W EY L EY W AH L
वेलो	W EY L OW
वेल्क	W EY L K
वेल्ट	W EY L T
वेल्ड	W EY L D
वेल्फ	W EY L P HH
वेल्याने	W EY L Y AA N EY
वेल्स	W EY L S
वेल्सस	W EY L S AH S
वेल्सेस	W EY L S EY S
वेळ	W EY L
वेळग	W EY L AH G
वेळने	W EY L AH N EY
वेळवर	W EY L AH W AH R
वेळा	W EY L AA
वेळात	W EY L AA TH
वेळान	W EY L AA N
वेळानी	W EY L AA N IY
वेळाने	W EY L AA N EY
वेळावर	W EY L AA W AH R
वेळे	W EY L EY
वेळेने	W EY L EY N EY
वेळेवर	W EY L EY W AH R
वेळ्यने	W EY L Y AH N EY
वेळ्याने	W EY L Y AA N EY
वेवर	W EY W AH R
वेवरि	W EY W R IH
वेवे	W EY W EY
वेवेड	W EY W EY D
वेव्हर	W EY W HH AH R
वेश	W EY SH
वेशि	W EY SH IH
वेश्टो	W EY SH T OW
वेस	W EY S
वेह	W EY HH
वेहे	W EY HH EY
वेहेम	W EH HH EH M
वेेळ	W EY EY L
वै	W EY
वैथ	W EY TH
वैदिक	W EY DH IH K
वैनिश	W EY N IH SH
वैस	W EY S
वैसा	W EY S AA
वॉ	W AO
वॉकटेड	W AO K T EY D
वॉकड	W AO K AH D
वॉकन	W AO K AH N
वॉकिड	W AO K IH D
वॉकेट	W AO K EY T
वॉकेड	W AO K EY D
वॉकेन	W AO K EY N
वॉक्ट	W AO K T
वॉक्स	W AO K S
वॉचि	W AO CH IH
वॉज	W AO JH
वॉजम	W AO JH AH M
वॉजस	W AO JH AH S
वॉझ	W AO JH HH
वॉट	W AO T
वॉटफ	W AO T AH P HH
वॉट्सॅप	W AO T S AE P
वॉडर्स	W AO D AH R S
वॉड्स	W AO D S
वॉत	W AO TH
वॉतिंग	W AO TH IH N G
वॉतिंग	W AO TH IH NG
वॉद	W AO DH
वॉदेअर्स	W AO DH EY AH R S
वॉन	W AO N
वॉन्टे	W AO N T EY
वॉन्डेड	W AO N D EY D
वॉप	W AO P
वॉफ	W AO P HH
वॉमिंग	W AO M IH N G
वॉय	W AO Y
वॉरम	W AO R AH M
वॉर्केड	W AO R K EY D
वॉलक	W AO L AH K
वॉलकिंग	W AO L AH K IH N G
वॉल्क	W AO L K
वॉल्किंग	W AO L K IH N G
वॉल्केट	W AO L K EY T
वॉल्केड	W AO L K EY D
वॉल्क्ड	W AO L K D
वॉल्ड	W AO L D
वॉल्फ	W AO L P HH
वॉवुल्ड	W AO W UH L D
वॉशि	W AO SH IH
वॉशिटन	W AO SH IH T AH N
वॉशी	W AO SH IY
वॉश्ट	W AO SH T
वॉसर	W AO S AH R
वॉसली	W AO S AH L IY
वॉसे	W AO S EY
वॉस्केट	W AO S K EY T
वॊशी	W AA SH IY
वो	W OW
वोउट	W OW UH T
वोक	W OW K
वोकी	W OW K IY
वोके	W OW K EY
वोकेड	W OW K EY D
वोज	W OW JH
वोजाँट	W OW JH AO N T
वोटिस	W OW T IH S
वोटेड	W OW T EY D
वोड	W OW D
वोडी	W OW D IY
वोन	W OW N
वोनुज	W OW N UH JH
वोन्ट	W OW N T
वोफ	W OW P HH
वोमि	W OW M IH
वोमिंग	W OW M IH N G
वोर	W OW R
वोरी	W OW R IY
वोर्स	W OW R S
वोल	W OW L
वोलिंग	W OW L IH N G
वोली	W OW L IY
वोल्क	W OW L K
वोल्किंग	W OW L K IH N G
वोल्टस	W OW L T AH S
वोल्ड	W OW L D
वोल्फ	W OW L P HH
वोवुल	W OW W UH L
वोवेड	W OW W EY D
वोस	W OW S
वोस्ट	W OW S T
वौट	W AO T
व्य	W Y AH
व्यक्ति	W Y AH K TH IH
व्यन	W Y AH N
व्यय	W Y AH Y
व्यव	W Y AH W
व्यवहार	W Y AH W AH HH AA R
व्युअज	W Y UH AH JH
व्यूज	W Y UW JH
व्योइंग	W Y OW IH N G
व्रफीड	W R AH P HH IY D
व्रीज	W R IY JH
व्रु	W R UH
व्रॅपर	W R AE P AH R
व्रॅपिड	W R AE P IH D
व्रॅपेड	W R AE P EY D
व्रेथ	W R EY TH
व्रेपेड	W R EY P EY D
व्रॉ	W R AO
व्रॉट	W R AO T
व्रॉपेड	W R AO P EY D
व्रॉप्ट	W R AO P T
व्रोट	W R OW T
व्लोफ	W L OW P HH
व्वा	W W AA
व्ह	W HH
व्हता	W HH AH TH AA
व्हते	W HH AH TH EY
व्हा	W HH AA
व्हाय	W HH AY
व्हिंड	W HH IH N D
व्हिग	W HH IH G
व्हिलेजस	W HH IH L EY JH AH S
व्हिस्प्ट	W HH IH S P T
व्ही	W HH IY
व्हुगन्ट	W HH UH G AH N T
व्हुमिंग	W HH UH M IH N G
व्हूल	W HH UW L
व्हूव	W HH UW W
व्हॅ	W HH AE
व्हॅटर	W HH AE T AH R
व्हॅन्ड	W HH AE N D
व्हे	W HH EY
व्हेथ	W HH EY TH
व्हेनि	W HH EY N IH
व्हेर	W HH EY R
व्हॉन	W HH AO N
व्हॉर्ट	W HH AO R T
व्हो	W HH OW
व्होलेस	W HH OW L EY S
व्होलो	W HH OW L OW
श	SH AH
शंक	SH AH N K
शंक	SH AH NG K
शंख	SH AH N K HH
शक	SH AH K
शकतात	SH AH K AH TH AA TH
शक्ति	SH AH K TH IH
शगले	SH AH G AH L EY
शग्गी	SH AH G G IY
शजि	SH AH JH IH
शट	SH AH T
शटरडे	SH AH T AH R D EY
शडनली	SH AH D AH N AH L IY
शफेद	SH AH P HH EY DH
शब्द	SH AH B DH
शब्दो	SH AH B DH OW
शब्बास	SH AH B B AA S
शम	SH AH M
शर	SH AH R
शरीर	SH AH R IY R
शर्टिंग	SH AH R T IH N G
शर्डेड	SH AH R D EY D
शलटी	SH AH L AH T IY
शशा	SH AH SH AA
शहर	SH AH HH AH R
शहाण्णव	SH AH HH AA N N N N AH W
शा	SH AA
शांव	SH AA W
शाउ	SH AA UH
शाउंट	SH AW N T
शाउड	SH AW D
शाउन्टिंग	SH AW N T IH N G
शाउन्टिंग	SH AW N T IH NG
शाउन्ड	SH AW N D
शातिस	SH AA TH IH S
शादी	SH AA DH IY
शापर	SH AA P AH R
शापेड	SH AA P EY D
शाफ	SH AA P HH
शाफीस	SH AA P HH IY S
शाबाश	SH AA B AA SH
शाम	SH AA M
शामिल	SH AA M IH L
शायनीड	SH AA Y AH N IY D
शार्टिंग	SH AA R T IH N G
शार्टेट	SH AA R T EY T
शाले	SH AA L EY
शालेतून	SH AA L EY TH UW N
शालेला	SH AA L EY L AA
शाळला	SH AA L AH L AA
शाळा	SH AA L AA
शाळात	SH AA L AA TH
शाळायला	SH AA L AA Y AH L AA
शाळाला	SH AA L AA L AA
शाळे	SH AA L EY
शाळेत	SH AA L EY TH
शाळेतुन	SH AA L EY TH UH N
शाळेतून	SH AA L EY TH UW N
शाळेया	SH AA L EY Y AA
शाळेला	SH AA L EY L AA
शाळ्य	SH AA L Y
शाळ्यात	SH AA L Y AA TH
शाळ्याली	SH AA L Y AA L IY
शाव	SH AA W
शाव्ड	SH AA W D
शाशलशम	SH AA SH AH L AH SH AH M
शिजवे	SH IH JH W EY
शिन	SH IH N
शिपड	SH IH P AH D
शिपरेडल	SH IH P AH R EY D AH L
शिपर्ड	SH IH P AH R D
शिपलिंग	SH IH P L IH N G
शिपलिंग	SH IH P L IH NG
शिपेर्ड	SH IH P EY R D
शिप्ट	SH IH P T
शिफ्ट	SH IH F T
शिफ्ड	SH IH P HH D
शिर	SH IH R
शिरिड	SH IH R IH D
शिलिवॅन	SH IH L IH W AE N
शिव	SH IH W
शी	SH IY
शीकल्याने	SH IY K AH L Y AA N EY
शीड	SH IY D
शीतूशी	SH IY TH UW SH IY
शीप्स	SH IY P S
शीफर	SH IY P HH AH R
शीफेड	SH IY P HH EY D
शीरोतो	SH IY R OW TH OW
शील्फ	SH IY L P HH
शीव	SH IY W
शु	SH UH
शुखुखखूनखशखुंसखुश	SH UH K HH UH K HH AH K HH UW N AH K HH AH SH AH K HH UH N S AH K HH UH SH
शुगरकम	SH UH G AH R K AH M
शुटर	SH UH T AH R
शुडंडली	SH UH D AH N D L IY
शुडंली	SH UH D AH N L IY
शुडनली	SH UH D AH N AH L IY
शुन	SH UH N
शुप्ड	SH UH P D
शुरु	SH UH R UH
शुरू	SH UH R UW
शुल	SH UH L
शुलविन	SH UH L AH W IH N
शुलिवन	SH UH L IH W AH N
शुल्ड	SH UH L D
शुल्डे	SH UH L D EY
शू	SH UW
शूज	SH UW JH
शूडनेली	SH UW D AH N EY L IY
शून	SH UW N
शूर	SH UW R
शूल	SH UW L
शॅ	SH AE
शॅग्री	SH AE G R IY
शॅग्ली	SH AE G L IY
शॅड	SH AE D
शॅल	SH AE L
शे	SH EY
शेंट	SH EY N T
शेइंग	SH EY IH N G
शेइंग	SH EY IH NG
शेच	SH EY CH
शेज	SH EY JH
शेजि	SH EY JH IH
शेपड	SH EY P AH D
शेपरेट	SH EY P AH R EY T
शेपार्ड	SH EY P AA R D
शेफार्ड	SH EY P HH AA R D
शेयर	SH EY Y AH R
शेर	SH EY R
शेरमीन्स	SH EY R M IY N S
शेरा	SH EY R AA
शेर्प	SH EY R P
शेल्ट	SH EY L T
शेव	SH EY W
शेवेलन	SH EY W EY L AH N
शैयाप्पी	SH EY Y AA P P IY
शॉ	SH AO
शॉच	SH AO CH
शॉटेंड	SH AO T EY N D
शॉपिक	SH AO P IH K
शॉर्डेड	SH AO R D EY D
शॉल्ड	SH AO L D
शॉल्ड्रिंग	SH AO L D R IH N G
शो	SH OW
शोंड	SH OW N D
शोइड	SH OW IH D
शोएर	SH OW EY R
शोग	SH OW G
शोगि	SH OW G IH
शोट	SH OW T
शोन	SH OW N
शोना	SH OW N AA
शोन्स	SH OW N S
शोय	SH OW Y
शोर	SH OW R
शोरी	SH OW R IY
शोल	SH OW L
शोल्ड	SH OW L D
शौट	SH AO T
शौल	SH AO L
श्कुप	SH K UH P
श्ट्रेक्ट	SH T R EY K T
श्याम	SH Y AA M
श्र	SH R AH
श्रक	SH R AH K
श्रगल	SH R AH G AH L
श्रगल्ड	SH R AH G AH L D
श्राइन	SH R AA IH N
श्रिक	SH R IH K
श्री	SH R IY
श्रे	SH R EY
श्रेय	SH R EY Y
श्रेष्ट	SH R EY SH T
श्लिप	SH L IH P
श्विम	SH W IH M
ष	SH AH
षा	SH AA
ष्टा	SH T AA
ष्ट्या	SH T Y AA
स	S AH
सं	S AH N
संकल्प	S AH N K AH L P
संकल्प	S AH NG K AH L P
संका	S AH N K AA
संकीला	S AH N K IY L AA
संग	S AH N G
संगले	S AH N G AH L EY
संगीन	S AH N G IY N
संट	S AH N T
संडलि	S AH N D AH L IH
संडिग	S AH N D IH G
संडिली	S AH N D IH L IY
संडेड्ली	S AH N D EY D L IY
संतलि	S AH N TH L IH
संता	S AH N TH AA
संथ	S AH N TH
संध्या	S AH N DH HH Y AA
संध्याकाल	S AH N DH HH Y AA K AA L
संध्याकाली	S AH N DH HH Y AA K AA L IY
संध्याकाळ	S AH N DH HH Y AA K AA L
संध्याकाळी	S AH N DH HH Y AA K AA L IY
संनीपदन	S AH N N IY P AH DH AH N
संफेड	S AH N P HH EY D
संसिन	S AH N S IH N
संस्कार	S AH N S K AA R
संस्कारों	S AH N S K AA R OW
सक	S AH K
सकता	S AH K TH AA
सकती	S AH K TH IY
सकते	S AH K TH EY
सकलेने	S AH K AH L EY N EY
सका	S AH K AA
सकादी	S AH K AA DH IY
सकाली	S AH K AA L IY
सकाळ	S AH K AA L
सकाळी	S AH K AA L IY
सकिट	S AH K IH T
सके	S AH K EY
सक्सन	S AH K S AH N
सक्सेड	S AH K S EY D
सग	S AH G
सगरे	S AH G AH R EY
सगले	S AH G AH L EY
सगळ	S AH G AH L
सगळा	S AH G AH L AA
सगळी	S AH G AH L IY
सगळे	S AH G AH L EY
सगळेच	S AH G AH L EY CH
सगळ्य	S AH G AH L Y
सगळ्या	S AH G AH L Y AA
सगळ्यां	S AH G AH L Y AA N
सगळ्यांचे	S AH G AH L Y AA N CH EY
सगळ्यांनाच	S AH G AH L Y AA N N AA CH
सगळ्याकाळी	S AH G AH L Y AA K AA L IY
सगळ्यात	S AH G AH L Y AA TH
सगाळी	S AH G AA L IY
सगी	S AH G IY
सच	S AH CH
सचनहींआता	S AH CH AH N AH HH IY N AA TH AA
सचर	S AH CH AH R
सचसच	S AH CH AH S AH CH
सचिंग	S AH CH IH N G
सचिंग	S AH CH IH NG
सची	S AH CH IY
सजनलि	S AH JH AH N L IH
सजा	S AH JH AA
सजीम	S AH JH IY M
सजीला	S AH JH IY L AA
सजीहा	S AH JH IY HH AA
सझ	S AH JH HH
सट	S AH T
सटजी	S AH T AH JH IY
सटा	S AH T AA
सटेन	S AH T EY N
सट्टा	S AH T T AA
सडंटली	S AH D AH N T L IY
सडंट्लि	S AH D AH N T L IH
सडतालीस	S AH D AH TH AA L IY S
सडन	S AH D AH N
सडर्लि	S AH D AH R L IH
सडलि	S AH D AH L IH
सडली	S AH D AH L IY
सडस	S AH D AH S
सड़सठ	S AH D AH S AH T HH
सडीट	S AH D IY T
सडुष्ट	S AH D UH SH T
सडेन	S AH D EY N
सड्न्ट्लि	S AH D IH N T AH L
सत	S AH TH
सतत्तर	S AH TH AH TH TH AH R
सतर	S AH TH AH R
सतरा	S AH TH AH R AA
सतवा	S AH TH AH W AA
सतहत्तर	S AH TH AH HH AH TH TH AH R
सता	S AH TH AA
सताई	S AH TH AA IY
सताईस	S AH TH AA IY S
सतालिस	S AH TH AA L IH S
सतावन	S AH TH AA W AH N
सताविस	S AH TH AA W IH S
सतासी	S AH TH AA S IY
सती	S AH TH IY
सत्तर	S AH TH TH AH R
सत्ता	S AH TH TH AA
सत्ताई	S AH TH TH AA IY
सत्ताईस	S AH TH TH AA IY S
सत्तानबे	S AH TH TH AA N AH B EY
सत्तावन	S AH TH TH AA W AH N
सत्तावीस	S AH TH TH AA W IY S
सत्तासी	S AH TH TH AA S IY
सत्त्याण्णव	S AH TH TH Y AA N N N N AH W
